user_input,response
qual o endereco completo da FLOR?,"O endereco da FLOR - Feira Literaria do Orgulho e Resistencia e: Largo do Arouche, s/n - Republica, Sao Paulo (SP) - CEP 01219-010 (Largo do Arouche e adjacencias). Para informacoes de transporte e estacionamento, consulte www.feiraflor.com.br."
qual o endereco da Festa Literaria POA?,"A Festa Literaria de Porto Alegre acontece em: Usina do Gasometro - Av. Presidente Joao Goulart, 551 - Centro Historico, Porto Alegre (RS) - CEP 90010-310. Mais detalhes logisticos em festaliterariaportaalegre.com.br."
quando vai ser a Feira do Livro POA esse ano?,"A Feira do Livro de Porto Alegre geralmente acontece em outubro/novembro. Para as datas exatas desta edicao, consulte www.feiradolivro.com.br."
"ola, tudo bem?","Ola! Sou o ChatLitera, seu guia sobre feiras literarias brasileiras. Posso ajudar com datas, locais, programacao, ingressos e muito mais. O que voce quer saber?"
quais autores ja foram convidados para a Bienal Bahia?,"A Bienal do Livro Bahia ja recebeu como convidados nomes como Djamila Ribeiro e Itamar Vieira Junior, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrobahia.com.br."
me fale sobre a FLOR,"A FLOR - Feira Literaria do Orgulho e Resistencia e uma feira literaria dedicada a vozes LGBTQIA+, perifericas e de resistencia, celebrando a diversidade e o poder transformador da literatura. Acesse www.feiraflor.com.br para mais informacoes."
em que cidade e a Festival Literario SC?,A Festival Literario Catarinense e realizada em Florianopolis (SC).
me fale sobre a Festa Literaria POA,"A Festa Literaria de Porto Alegre e um dos principais eventos literarios do Sul do Brasil, com intensa programacao de autores regionais e nacionais. Acesse festaliterariaportaalegre.com.br para mais informacoes."
me fale sobre a FLIC,"A FLIC - Festa Literaria de Belo Horizonte e um festival mineiro com forte identidade cultural, promovendo debates, oficinas e lancamentos de livros. Acesse www.flicbh.com.br para mais informacoes."
me da o endereco da Bienal Rio,"O endereco da Bienal do Rio de Janeiro e: Av. Salvador Allende, 6555 - Barra da Tijuca, Rio de Janeiro (RJ) - CEP 22783-127 (Riocentro, Pavilhao 3). Para informacoes de transporte e estacionamento, consulte www.bienaldorio.com.br."
me explica o que e a Bienal Rio,"A Bienal do Rio de Janeiro e um dos eventos mais aguardados do Rio, com lancamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Acesse www.bienaldorio.com.br para mais informacoes."
a Feira Unesp e em qual cidade?,A Feira do Livro da Unesp e realizada em Sao Paulo (SP) - Campus da Unesp.
oi tudo bem,"Ola! Sou o ChatLitera, seu guia sobre feiras literarias brasileiras. Posso ajudar com datas, locais, programacao, ingressos e muito mais. O que voce quer saber?"
tem entrada gratuita na Flipocos?,"Os precos dos ingressos da Flipocos - Festa Literaria de Pocos de Caldas variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flipocos.com.br."
quais autores foram homenageados na Festival Literario SC?,"A Festival Literario Catarinense ja prestou homenagem a grandes nomes da literatura, como Salim Miguel, Antonieta de Barros e Cruz e Sousa. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.festivalliterariosc.com.br."
me fala sobre a bienal do livro,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
quem e o homenageado da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas ja prestou homenagem a grandes nomes da literatura, como Rubem Braga, Lygia Fagundes Telles e Guimaraes Rosa. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flipocos.com.br."
a Bienal do Rio de Janeiro cobra entrada?,"Os precos dos ingressos da Bienal do Rio de Janeiro variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br."
ola,"Ola! Sou o ChatLitera, seu guia sobre feiras literarias brasileiras. Posso ajudar com datas, locais, programacao, ingressos e muito mais. O que voce quer saber?"
qual o endereco da Flipocos - Festa Literaria de Pocos de Caldas?,"O endereco da Flipocos - Festa Literaria de Pocos de Caldas e: Thermas Antonio Carlos - Av. Francisco Salles, 544 - Centro, Pocos de Caldas (MG) - CEP 37701-366. Para informacoes de transporte e estacionamento, consulte www.flipocos.com.br."
quero saber tudo sobre a Bienal Bahia,"A Bienal do Livro Bahia e um dos maiores eventos literarios do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Ocorre em outubro em Salvador (BA) - Centro de Convencoes. Mais informacoes em www.bienaldolivrobahia.com.br."
a Festival Literario SC e em qual cidade?,A Festival Literario Catarinense e realizada em Florianopolis (SC).
tem como me informar sobre a Bienal Bahia?,"Claro! A Bienal do Livro Bahia acontece em outubro, em Salvador (BA) - Centro de Convencoes. Para mais detalhes, acesse www.bienaldolivrobahia.com.br."
a Bienal Rio ja homenageou quais autores?,"A Bienal do Rio de Janeiro ja prestou homenagem a grandes nomes da literatura, como Graciliano Ramos, Clarice Lispector e Machado de Assis. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldorio.com.br."
onde acontece a FLIC?,A FLIC - Festa Literaria de Belo Horizonte e realizada em Belo Horizonte (MG).
o que tem na Bienal PE?,"A Bienal Internacional do Livro de Pernambuco costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivrope.com.br proximo ao evento."
quando e a Bienal do Livro do Rio?,A Bienal do Rio de Janeiro geralmente acontece em setembro. Consulte www.bienaldorio.com.br para as datas exatas.
vale a pena ir na Festival Literario SC?,"Com certeza! A Festival Literario Catarinense e um dos principais festivais do Sul do Brasil, celebrando a literatura catarinense e nacional com debates, lancamentos e oficinas. Confira a programacao em www.festivalliterariosc.com.br e planeje sua visita."
thanks,"Fico feliz em ajudar! Se tiver mais duvidas sobre feiras literarias, e so perguntar."
quando ocorre a FLOR - Feira Literaria do Orgulho e Resistencia?,"A FLOR - Feira Literaria do Orgulho e Resistencia geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.feiraflor.com.br."
qual e o local da Feira Unesp?,A Feira do Livro da Unesp e realizada em Sao Paulo (SP) - Campus da Unesp.
o que e a Festa Literaria de Porto Alegre?,"A Festa Literaria de Porto Alegre e um dos principais eventos literarios do Sul do Brasil, com intensa programacao de autores regionais e nacionais. Acesse festaliterariaportaalegre.com.br para mais informacoes."
quais escritores ja estiveram na Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja recebeu como convidados nomes como Ailton Krenak, Itamar Vieira Junior e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivro.com.br."
quais autores ja foram convidados para a Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas ja recebeu como convidados nomes como Itamar Vieira Junior e Djamila Ribeiro, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.flipocos.com.br."
quem sao os homenageados da Festival Literario SC?,"A Festival Literario Catarinense ja prestou homenagem a grandes nomes da literatura, como Salim Miguel, Cruz e Sousa e Antonieta de Barros. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.festivalliterariosc.com.br."
quais escritores foram homenageados pela Bienal Bahia?,"A Bienal do Livro Bahia ja prestou homenagem a grandes nomes da literatura, como Jorge Amado, Conceicao Evaristo e Ariano Suassuna. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivrobahia.com.br."
quem ja participou da Feira Unesp?,"A Feira do Livro da Unesp ja recebeu como convidados nomes como Milton Hatoum, Conceicao Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.livraria.unesp.br."
qual o endereco da Festa Literaria POA?,"A Festa Literaria de Porto Alegre acontece em: Usina do Gasometro - Av. Presidente Joao Goulart, 551 - Centro Historico, Porto Alegre (RS) - CEP 90010-310. Mais detalhes logisticos em festaliterariaportaalegre.com.br."
qual a programacao da FLIP?,"A FLIP - Festa Literaria Internacional de Paraty costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.flip.org.br proximo ao evento."
quais autores ja foram convidados para a Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja recebeu como convidados nomes como Djamila Ribeiro e Ailton Krenak, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldolivro.com.br."
tem como me informar sobre a Flipocos?,"Claro! A Flipocos - Festa Literaria de Pocos de Caldas acontece em agosto, em Pocos de Caldas (MG). Para mais detalhes, acesse www.flipocos.com.br."
voce recomenda alguma feira para quem gosta de ficcao cientifica?,"Para quem aprecia ficcao cientifica, a Bienal do Livro SP costuma ter a maior variedade de titulos e lancamentos nesse estilo. A FLIP tambem tem mesas tematicas e debates sobre diferentes correntes literarias. Vale conferir a programacao antes de ir."
em que mes acontece a Feira Unesp?,"A Feira do Livro da Unesp geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.livraria.unesp.br."
tem como me informar sobre a Festival Literario SC?,"Claro! A Festival Literario Catarinense acontece em setembro, em Florianopolis (SC). Para mais detalhes, acesse www.festivalliterariosc.com.br."
fala sobre a FLIP,"A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Acesse www.flip.org.br para mais informacoes."
quais autores foram homenageados na Bienal Bahia?,"A Bienal do Livro Bahia ja prestou homenagem a grandes nomes da literatura, como Ariano Suassuna, Jorge Amado e Conceicao Evaristo. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivrobahia.com.br."
me explica o que e a Bienal do Livro SP,"A Bienal Internacional do Livro de Sao Paulo e um dos maiores eventos literarios da America Latina, reunindo editoras, autores e leitores do mundo inteiro. Acesse www.bienaldolivro.com.br para mais informacoes."
qual o preco do ingresso para a Festival Literario SC?,"Os precos dos ingressos da Festival Literario Catarinense variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.festivalliterariosc.com.br."
vale a pena ir na Flipocos?,"Com certeza! A Flipocos - Festa Literaria de Pocos de Caldas e um festival literario encantador na cidade das aguas, com programacao intimista e diversificada para leitores de todas as idades. Confira a programacao em www.flipocos.com.br e planeje sua visita."
quando vai ser a Bienal PE esse ano?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrope.com.br."
quais autores ja foram convidados para a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja recebeu como convidados nomes como Conceicao Evaristo e Ailton Krenak, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.feiraflor.com.br."
vale a pena ir na FLOR?,"Com certeza! A FLOR - Feira Literaria do Orgulho e Resistencia e uma feira literaria dedicada a vozes LGBTQIA+, perifericas e de resistencia, celebrando a diversidade e o poder transformador da literatura. Confira a programacao em www.feiraflor.com.br e planeje sua visita."
por que a Festa Literaria POA e importante?,"A Festa Literaria de Porto Alegre e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quais eventos tem na Feira Unesp?,"A Feira do Livro da Unesp costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.livraria.unesp.br proximo ao evento."
em que rua fica a FLOR?,"O endereco da FLOR - Feira Literaria do Orgulho e Resistencia e: Largo do Arouche, s/n - Republica, Sao Paulo (SP) - CEP 01219-010 (Largo do Arouche e adjacencias). Para informacoes de transporte e estacionamento, consulte www.feiraflor.com.br."
tem como me informar sobre a FLIC?,"Claro! A FLIC - Festa Literaria de Belo Horizonte acontece em junho, em Belo Horizonte (MG). Para mais detalhes, acesse www.flicbh.com.br."
em que epoca do ano rola a Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas geralmente acontece em agosto. Para as datas exatas desta edicao, consulte www.flipocos.com.br."
onde e a bienal do livro?,"Existem Bienais do Livro em diferentes cidades brasileiras: Sao Paulo (Pavilhao do Anhembi - Av. Olavo Fontoura, 1209), Rio de Janeiro (Riocentro - Av. Salvador Allende, 6555), Salvador/BA (Centro de Convencoes da Bahia - Av. ACM, s/n) e Recife/PE (Centro de Convencoes de Pernambuco). Qual delas voce quer conhecer?"
tchau,Ate logo! Espero ter ajudado. Continue participando das feiras literarias do Brasil!
em que cidade e a FLIC?,A FLIC - Festa Literaria de Belo Horizonte e realizada em Belo Horizonte (MG).
onde acontece a FLIP?,A FLIP - Festa Literaria Internacional de Paraty e realizada em Paraty (RJ).
me da o endereco da Feira Unesp,"O endereco da Feira do Livro da Unesp e: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informacoes de transporte e estacionamento, consulte www.livraria.unesp.br."
qual o periodo da Festival Literario SC?,"A Festival Literario Catarinense geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.festivalliterariosc.com.br."
quais autores participam da Feira do Livro da Unesp?,"A Feira do Livro da Unesp ja recebeu como convidados nomes como Milton Hatoum, Conceicao Evaristo e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.livraria.unesp.br."
qual o impacto da FLIC?,"A FLIC - Festa Literaria de Belo Horizonte e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quais as datas da Bienal Internacional do Livro de Pernambuco?,"A Bienal Internacional do Livro de Pernambuco geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrope.com.br."
quais autores ja foram convidados para a Feira Unesp?,"A Feira do Livro da Unesp ja recebeu como convidados nomes como Djamila Ribeiro, Milton Hatoum e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.livraria.unesp.br."
o que sao as bienais do livro?,"A Bienal do Livro e um grande festival cultural e literario que reune editoras, livrarias, autores e leitores para celebrar a leitura. No Brasil temos varias: Bienal de Sao Paulo, Bienal do Rio de Janeiro, Bienal Bahia (Salvador) e Bienal de Pernambuco (Recife). Sobre qual delas voce gostaria de saber mais?"
vale a pena ir na FLIP?,"Com certeza! A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Confira a programacao em www.flip.org.br e planeje sua visita."
qual o endereco da Bienal Internacional do Livro de Sao Paulo?,"O endereco da Bienal Internacional do Livro de Sao Paulo e: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Para informacoes de transporte e estacionamento, consulte www.bienaldolivro.com.br."
me explica o que e a Feira Unesp,"A Feira do Livro da Unesp e uma feira academica e literaria promovida pela Editora Unesp, com forte presenca de titulos universitarios, tecnicos e de divulgacao cientifica. Acesse www.livraria.unesp.br para mais informacoes."
me da o endereco da FLIC,"O endereco da FLIC - Festa Literaria de Belo Horizonte e: Praca da Liberdade, s/n - Funcionarios, Belo Horizonte (MG) - CEP 30140-010 (Circuito Liberdade). Para informacoes de transporte e estacionamento, consulte www.flicbh.com.br."
posso comprar livros nas feiras literarias?,"Sim! As feiras literarias sao otimos locais para comprar livros, geralmente com descontos e promocoes especiais. Muitas editoras oferecem precos diferenciados durante os eventos."
quais autores participam da Flipocos - Festa Literaria de Pocos de Caldas?,"A Flipocos - Festa Literaria de Pocos de Caldas ja recebeu como convidados nomes como Itamar Vieira Junior, Milton Hatoum e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.flipocos.com.br."
grato,"Fico feliz em ajudar! Se tiver mais duvidas sobre feiras literarias, e so perguntar."
quais escritores ja estiveram na Bienal Bahia?,"A Bienal do Livro Bahia ja recebeu como convidados nomes como Ailton Krenak, Itamar Vieira Junior e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrobahia.com.br."
quem e o homenageado da Bienal Rio?,"A Bienal do Rio de Janeiro ja prestou homenagem a grandes nomes da literatura, como Graciliano Ramos, Clarice Lispector e Machado de Assis. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldorio.com.br."
qual o endereco da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo acontece em: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Mais detalhes logisticos em www.bienaldolivro.com.br."
quem recebeu homenagem na Bienal Internacional do Livro de Sao Paulo?,"A Bienal Internacional do Livro de Sao Paulo ja prestou homenagem a grandes nomes da literatura, como Clarice Lispector, Ariano Suassuna e Jorge Amado. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldolivro.com.br."
quem recebeu homenagem na Festival Literario Catarinense?,"A Festival Literario Catarinense ja prestou homenagem a grandes nomes da literatura, como Antonieta de Barros, Salim Miguel e Cruz e Sousa. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.festivalliterariosc.com.br."
quais autores foram homenageados na Bienal Rio?,"A Bienal do Rio de Janeiro ja prestou homenagem a grandes nomes da literatura, como Graciliano Ramos, Clarice Lispector e Machado de Assis. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.bienaldorio.com.br."
qual o periodo da Feira Unesp?,"A Feira do Livro da Unesp geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.livraria.unesp.br."
qual o impacto da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quais as datas da FLIC - Festa Literaria de Belo Horizonte?,"A FLIC - Festa Literaria de Belo Horizonte geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.flicbh.com.br."
vale a pena ir na Bienal Rio?,"Com certeza! A Bienal do Rio de Janeiro e um dos eventos mais aguardados do Rio, com lancamentos exclusivos e encontros com grandes autores brasileiros e internacionais. Confira a programacao em www.bienaldorio.com.br e planeje sua visita."
qual o endereco completo da Flipocos?,"O endereco da Flipocos - Festa Literaria de Pocos de Caldas e: Thermas Antonio Carlos - Av. Francisco Salles, 544 - Centro, Pocos de Caldas (MG) - CEP 37701-366. Para informacoes de transporte e estacionamento, consulte www.flipocos.com.br."
muito obrigado,"Fico feliz em ajudar! Se tiver mais duvidas sobre feiras literarias, e so perguntar."
qual o endereco da Bienal Bahia?,"A Bienal do Livro Bahia acontece em: Centro de Convencoes da Bahia - Av. Antonio Carlos Magalhaes, s/n - Stiep, Salvador (BA) - CEP 41770-019. Mais detalhes logisticos em www.bienaldolivrobahia.com.br."
onde fica a Festival Literario SC?,A Festival Literario Catarinense e realizada em Florianopolis (SC).
quais autores participam da Feira do Livro de Porto Alegre?,"A Feira do Livro de Porto Alegre ja recebeu como convidados nomes como Ailton Krenak, Milton Hatoum e Djamila Ribeiro, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.feiradolivro.com.br."
o que tem na FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.feiraflor.com.br proximo ao evento."
flw,Ate logo! Espero ter ajudado. Continue participando das feiras literarias do Brasil!
como chegar na Feira Unesp?,"O endereco da Feira do Livro da Unesp e: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informacoes de transporte e estacionamento, consulte www.livraria.unesp.br."
quais escritores foram homenageados pela FLIC?,"A FLIC - Festa Literaria de Belo Horizonte ja prestou homenagem a grandes nomes da literatura, como Drummond de Andrade, Guimaraes Rosa e Conceicao Evaristo. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flicbh.com.br."
quais escritores ja estiveram na FLIC?,"A FLIC - Festa Literaria de Belo Horizonte ja recebeu como convidados nomes como Djamila Ribeiro, Ailton Krenak e Milton Hatoum, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.flicbh.com.br."
quais autores ja foram convidados para a Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo ja recebeu como convidados nomes como Djamila Ribeiro e Milton Hatoum, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.bienaldolivro.com.br."
em que rua fica a Feira do Livro POA?,"O endereco da Feira do Livro de Porto Alegre e: Praca da Alfandega, s/n - Centro Historico, Porto Alegre (RS) - CEP 90010-150. Para informacoes de transporte e estacionamento, consulte www.feiradolivro.com.br."
a FLIC e em qual cidade?,A FLIC - Festa Literaria de Belo Horizonte e realizada em Belo Horizonte (MG).
onde e realizada a FLIC - Festa Literaria de Belo Horizonte?,A FLIC - Festa Literaria de Belo Horizonte e realizada em Belo Horizonte (MG).
quem ja foi convidado para a Bienal PE?,"A Bienal Internacional do Livro de Pernambuco ja recebeu como convidados nomes como Djamila Ribeiro, Conceicao Evaristo e Itamar Vieira Junior, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.bienaldolivrope.com.br."
me da o endereco da Bienal Bahia,"O endereco da Bienal do Livro Bahia e: Centro de Convencoes da Bahia - Av. Antonio Carlos Magalhaes, s/n - Stiep, Salvador (BA) - CEP 41770-019. Para informacoes de transporte e estacionamento, consulte www.bienaldolivrobahia.com.br."
quais autores ja foram convidados para a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja recebeu como convidados nomes como Conceicao Evaristo e Itamar Vieira Junior, entre outros autores. Os convidados de cada nova edicao sao anunciados em www.feiraflor.com.br."
quando e a Feira Unesp?,"A Feira do Livro da Unesp geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.livraria.unesp.br."
quais escritores costumam ir a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia ja recebeu como convidados nomes como Itamar Vieira Junior, Djamila Ribeiro e Ailton Krenak, entre outros autores brasileiros e internacionais. Os convidados de cada nova edicao sao anunciados em www.feiraflor.com.br."
quem recebeu homenagem na FLIC - Festa Literaria de Belo Horizonte?,"A FLIC - Festa Literaria de Belo Horizonte ja prestou homenagem a grandes nomes da literatura, como Guimaraes Rosa, Conceicao Evaristo e Drummond de Andrade. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flicbh.com.br."
qual o local exato da Festa Literaria POA?,"O endereco da Festa Literaria de Porto Alegre e: Usina do Gasometro - Av. Presidente Joao Goulart, 551 - Centro Historico, Porto Alegre (RS) - CEP 90010-310. Para informacoes de transporte e estacionamento, consulte festaliterariaportaalegre.com.br."
qual e o local da Festa Literaria POA?,A Festa Literaria de Porto Alegre e realizada em Porto Alegre (RS).
em que epoca do ano rola a FLOR?,"A FLOR - Feira Literaria do Orgulho e Resistencia geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.feiraflor.com.br."
me fale sobre a Bienal Bahia,"A Bienal do Livro Bahia e um dos maiores eventos literarios do Nordeste, reunindo autores, editoras e leitores em Salvador com forte identidade cultural baiana. Acesse www.bienaldolivrobahia.com.br para mais informacoes."
qual o endereco da Feira Unesp?,"O endereco da Feira do Livro da Unesp e: Rua Quirino de Andrade, 215 - Centro, Sao Paulo (SP) - CEP 01049-010 (Editora Unesp / Livraria da Unesp). Para informacoes de transporte e estacionamento, consulte www.livraria.unesp.br."
quem e o homenageado da Festival Literario SC?,"A Festival Literario Catarinense ja prestou homenagem a grandes nomes da literatura, como Salim Miguel, Cruz e Sousa e Antonieta de Barros. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.festivalliterariosc.com.br."
quais feiras literarias tem atividades para criancas?,"A maioria das grandes feiras tem espacos dedicados ao publico infantil. Bienal do Livro SP, Bienal Rio e FLIP costumam ter programacao especial para criancas, com contacao de historias e oficinas criativas."
qual o endereco da Bienal do Livro SP?,"A Bienal Internacional do Livro de Sao Paulo acontece em: Av. Olavo Fontoura, 1209 - Santana, Sao Paulo (SP) - CEP 02012-021 (Pavilhao do Anhembi). Mais detalhes logisticos em www.bienaldolivro.com.br."
quem foi homenageado na FLIP?,"A FLIP - Festa Literaria Internacional de Paraty ja prestou homenagem a grandes nomes da literatura, como Carlos Drummond de Andrade, Guimaraes Rosa e Lima Barreto. O autor ou autora homenageado(a) de cada edicao e anunciado(a) em www.flip.org.br."
quando ocorre a Bienal do Livro Bahia?,"A Bienal do Livro Bahia geralmente acontece em outubro. Para as datas exatas desta edicao, consulte www.bienaldolivrobahia.com.br."
precisa pagar para entrar na Bienal Rio?,"Os precos dos ingressos da Bienal do Rio de Janeiro variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldorio.com.br."
qual o endereco da FLIC?,"O endereco da FLIC - Festa Literaria de Belo Horizonte e: Praca da Liberdade, s/n - Funcionarios, Belo Horizonte (MG) - CEP 30140-010 (Circuito Liberdade). Para informacoes de transporte e estacionamento, consulte www.flicbh.com.br."
qual e o local da FLIP?,A FLIP - Festa Literaria Internacional de Paraty e realizada em Paraty (RJ).
qual o periodo da Flipocos?,"A Flipocos - Festa Literaria de Pocos de Caldas geralmente acontece em agosto. Para as datas exatas desta edicao, consulte www.flipocos.com.br."
qual o preco do ingresso para a FLIC?,"Os precos dos ingressos da FLIC - Festa Literaria de Belo Horizonte variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.flicbh.com.br."
tem entrada gratuita na Bienal Bahia?,"Os precos dos ingressos da Bienal do Livro Bahia variam a cada edicao. Em geral, ha ingressos simbolicos (a partir de R$ 20,00) e costumam existir dias ou atividades de entrada gratuita. Verifique os valores atuais em www.bienaldolivrobahia.com.br."
em que epoca do ano rola a FLIC?,"A FLIC - Festa Literaria de Belo Horizonte geralmente acontece em junho. Para as datas exatas desta edicao, consulte www.flicbh.com.br."
por que devo ir a Bienal Bahia?,"A Bienal do Livro Bahia e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
quando vai ser a Bienal do Livro SP esse ano?,"A Bienal Internacional do Livro de Sao Paulo geralmente acontece em julho. Para as datas exatas desta edicao, consulte www.bienaldolivro.com.br."
em que cidade e a Bienal Rio?,A Bienal do Rio de Janeiro e realizada em Rio de Janeiro (RJ) - Riocentro.
em que epoca do ano rola a Festival Literario SC?,"A Festival Literario Catarinense geralmente acontece em setembro. Para as datas exatas desta edicao, consulte www.festivalliterariosc.com.br."
por que devo ir a Festa Literaria POA?,"A Festa Literaria de Porto Alegre e fundamental para fomentar a leitura e a cultura no Brasil, conectando autores, editoras e leitores de todo o pais. E uma experiencia enriquecedora para qualquer amante da literatura."
vale a pena ir na FLIP?,"Com certeza! A FLIP - Festa Literaria Internacional de Paraty e um festival intimista e sofisticado realizado na historica cidade de Paraty, reconhecido internacionalmente pela qualidade de sua programacao. Confira a programacao em www.flip.org.br e planeje sua visita."
o que acontece na Bienal PE?,"A Bienal Internacional do Livro de Pernambuco costuma oferecer: bate-papos com autores, mesas de debate, lancamentos de livros, oficinas literarias e espacos para criancas. A programacao completa e divulgada em www.bienaldolivrope.com.br proximo ao evento."
